City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
348,Lorengau,PG,-2.0226,147.2712,85.01,66,100,6.82,overcast clouds
349,Hangal,IN,14.7667,75.1333,60.28,50,72,4.94,broken clouds
350,Svetlyy,RU,54.675,20.1347,33.96,90,77,7.23,broken clouds
351,Frontignan,FR,43.4485,3.754,55.35,87,95,17.22,overcast clouds
352,Ammapettai,IN,10.8,79.3333,68.65,85,73,7.34,broken clouds
353,Kuala Terengganu,MY,5.3302,103.1408,78.75,94,20,0.0,few clouds
354,Buique,BR,-8.6231,-37.1558,71.2,68,31,9.08,scattered clouds
355,Upernavik,GL,72.7868,-56.1549,10.53,73,100,4.99,overcast clouds
356,Launceston,AU,-41.45,147.1667,63.61,57,6,2.3,clear sky
357,Mega,ET,4.05,38.3,60.87,54,5,10.18,clear sky
358,Curup,ID,-3.4667,102.5333,69.19,95,100,1.03,overcast clouds
359,Inirida,CO,3.8653,-67.9239,72.5,99,98,2.53,overcast clouds
360,Kodiak,US,57.79,-152.4072,42.31,93,100,13.8,overcast clouds
361,Port-Gentil,GA,-0.7193,8.7815,76.96,94,40,3.44,scattered clouds
362,Santiago,CL,-33.4569,-70.6483,76.86,43,0,21.85,clear sky
363,Neyshabur,IR,36.2133,58.7958,55.83,43,94,4.72,overcast clouds
364,Broome,US,42.2506,-75.833,32.9,76,100,10.36,overcast clouds
365,Puerto Lopez,CO,4.0845,-72.956,74.64,91,82,3.74,broken clouds
366,Diamantino,BR,-14.4086,-56.4461,77.65,46,7,2.42,clear sky
367,San Policarpo,PH,12.1791,125.5072,81.52,83,100,14.03,moderate rain
368,Toora-Khem,RU,52.4675,96.11,2.61,99,100,1.9,overcast clouds
369,Fare,PF,-16.7,-151.0167,79.81,73,26,4.38,light rain
370,Fort Nelson,CA,58.8053,-122.7002,21.94,58,20,2.3,few clouds
371,Mezen,RU,65.8522,44.24,32.14,98,100,8.97,light snow
372,Tolaga Bay,NZ,-38.3667,178.3,64.8,94,94,12.21,overcast clouds
373,Nyurba,RU,63.2842,118.3319,-17.03,97,62,5.08,broken clouds
374,Acapulco,MX,16.8634,-99.8901,84.02,74,75,5.75,broken clouds
375,Dubbo,AU,-32.25,148.6167,66.33,48,0,10.36,clear sky
376,Clyde River,CA,70.4692,-68.5914,-3.77,84,100,10.36,overcast clouds
377,Kingston,JM,17.997,-76.7936,81.55,86,40,8.05,scattered clouds
378,Port Macquarie,AU,-31.4333,152.9167,69.89,55,4,12.3,clear sky
379,Robertsport,LR,6.7533,-11.3686,79.47,80,74,2.28,broken clouds
380,Leno,IT,45.3725,10.2166,53.69,90,75,4.61,mist
381,Aksu,CN,41.1231,80.2644,34.2,41,73,1.95,broken clouds
382,Treinta Y Tres,UY,-33.2333,-54.3833,68.43,54,95,7.81,overcast clouds
383,Comodoro Rivadavia,AR,-45.8667,-67.5,76.86,27,0,18.41,clear sky
384,Witney,GB,51.7836,-1.4854,50.29,80,100,8.05,overcast clouds
385,Pucallpa,PE,-8.3791,-74.5539,84.24,70,20,4.61,few clouds
386,Juneau,US,58.3019,-134.4197,37.22,100,40,0.0,scattered clouds
387,Quelimane,MZ,-17.8786,36.8883,73.36,86,0,1.86,clear sky
388,Alihe,CN,50.5667,123.7167,12.96,92,54,3.11,broken clouds
389,Port Hardy,CA,50.6996,-127.4199,50.18,53,0,13.8,clear sky
390,Lehigh Acres,US,26.6254,-81.6248,69.98,66,0,9.22,clear sky
391,Itoman,JP,26.1247,127.6694,78.82,92,40,9.22,scattered clouds
392,Pringsewu,ID,-5.3582,104.9744,75.74,87,100,1.66,overcast clouds
393,Esil,KZ,51.9556,66.4042,7.72,97,91,3.94,overcast clouds
394,Galle,LK,6.0367,80.217,74.25,86,80,5.91,broken clouds
395,Havoysund,NO,70.9963,24.6622,39.43,81,61,8.41,broken clouds
396,Talavera De La Reina,ES,39.9635,-4.8308,51.58,83,86,13.02,overcast clouds
397,Calvia,ES,39.5657,2.5062,70.95,61,19,23.42,few clouds
398,Eenhana,NA,-17.4667,16.3333,80.04,29,85,5.97,overcast clouds
399,Bambari,CF,5.768,20.6757,73.42,58,52,1.63,broken clouds
400,Kurumkan,RU,54.3,110.3,22.33,92,100,4.45,light snow
401,Iwaki,JP,37.05,140.8833,48.02,75,6,3.36,clear sky
402,Kutoarjo,ID,-7.7169,109.9128,77.45,89,100,3.27,overcast clouds
403,Fort Frances,CA,48.5999,-93.4003,21.42,78,100,1.01,overcast clouds
404,Kilindoni,TZ,-7.9139,39.6668,78.49,78,78,9.62,broken clouds
405,Izhma,RU,65.0083,53.9113,17.78,92,100,11.34,light snow
406,Te Anau,NZ,-45.4167,167.7167,57.36,85,100,2.35,overcast clouds
407,Talnakh,RU,69.4865,88.3972,-2.79,96,100,22.64,light snow
408,Rio Grande,BR,-32.035,-52.0986,66.31,66,63,7.52,broken clouds
409,Borgarnes,IS,64.5383,-21.9206,46.81,84,76,6.31,light rain
410,Abha,SA,18.2164,42.5053,57.02,88,0,0.0,clear sky
411,Tigzirt,DZ,36.8886,4.1198,65.17,75,0,9.55,clear sky
412,Gasa,PS,31.5,34.4667,65.12,67,0,6.87,clear sky
413,Tessalit,ML,20.1986,1.0114,68.85,18,14,9.46,few clouds
414,Aykhal,RU,66.0,111.5,-26.9,100,72,4.72,broken clouds
415,Moron,AR,-34.6534,-58.6198,78.94,69,52,13.87,broken clouds
416,Jaypur,IN,18.85,82.5833,57.67,67,84,3.09,broken clouds
417,Linguere,SN,15.3953,-15.1193,79.02,31,0,4.61,clear sky
418,Qaqortoq,GL,60.7167,-46.0333,17.53,84,98,3.33,overcast clouds
419,Miri,MY,4.4148,114.0089,75.34,100,40,8.05,scattered clouds
420,Lillesand,NO,58.2488,8.3778,41.9,93,100,12.66,light snow
421,Bayir,TR,37.2687,28.2167,50.52,93,72,7.31,broken clouds
422,Deputatskiy,RU,69.3,139.9,-27.65,99,24,2.1,few clouds
423,Havelock,US,34.8791,-76.9013,47.93,73,0,3.44,clear sky
424,Nanga Eboko,CM,4.6833,12.3667,67.37,95,82,2.17,light rain
425,Poum,NC,-20.2333,164.0167,78.21,72,83,10.2,broken clouds
426,Bairnsdale,AU,-37.8333,147.6167,63.05,63,0,5.01,clear sky
427,Woodward,US,36.4337,-99.3904,45.63,67,0,23.02,clear sky
428,Thunder Bay,CA,48.4001,-89.3168,24.78,63,75,4.61,broken clouds
429,Port-De-Bouc,FR,43.4,4.9833,57.58,88,98,10.36,light rain
430,Asyut,EG,27.181,31.1837,59.18,53,55,4.85,broken clouds
431,Sao Joao Da Barra,BR,-21.6403,-41.0511,73.49,79,24,15.37,few clouds
432,Slatina-Timis,RO,45.25,22.2833,48.13,76,61,1.99,broken clouds
433,Conceicao Do Araguaia,BR,-8.2578,-49.2647,74.66,89,99,2.66,overcast clouds
434,Aswan,EG,24.0934,32.907,61.9,41,0,5.75,clear sky
435,Krasnoselkup,RU,65.7,82.4667,6.6,93,100,28.48,light snow
436,Congonhas,BR,-20.4997,-43.8578,63.77,90,59,6.91,broken clouds
437,Majene,ID,-3.5403,118.9707,81.59,76,95,1.03,light rain
438,Grand-Santi,GF,4.25,-54.3833,79.29,65,99,3.71,overcast clouds
439,Arteaga,MX,18.4667,-102.4167,68.14,86,50,3.96,light rain
440,Dhidhdhoo,MV,6.8833,73.1,81.21,76,65,6.8,broken clouds
441,Batemans Bay,AU,-35.7167,150.1833,61.11,45,55,7.0,broken clouds
442,Najran,SA,17.4924,44.1277,61.45,34,0,0.98,clear sky
443,Alvaro Obregon,MX,19.3733,-99.225,71.19,57,40,6.91,scattered clouds
444,Barranca,PE,-10.75,-77.7667,63.97,82,56,6.73,broken clouds
445,Knysna,ZA,-34.0363,23.0471,57.0,84,100,2.84,overcast clouds
446,Lubango,AO,-14.9172,13.4925,59.81,82,37,1.57,scattered clouds
447,Oranjemund,NA,-28.55,16.4333,57.83,91,20,9.19,few clouds
448,Daru,PG,-9.0763,143.2092,83.03,80,100,3.85,overcast clouds
449,Nikitinskiy,RU,54.5845,86.0115,18.12,87,100,6.53,overcast clouds
450,Martin,US,27.0837,-80.4164,70.95,80,24,1.01,few clouds
451,Amio,PH,9.3571,122.9413,79.84,80,95,9.53,moderate rain
452,Novoagansk,RU,61.9449,76.6625,4.05,77,100,18.12,overcast clouds
453,Baturaja,ID,-4.1333,104.1667,74.7,90,100,1.57,overcast clouds
454,Sitka,US,57.0531,-135.33,44.49,70,20,4.61,few clouds
455,Guanhaes,BR,-18.775,-42.9325,63.3,97,18,2.24,few clouds
456,Mildura,AU,-34.2,142.15,71.08,52,4,10.27,clear sky
457,Grindavik,IS,63.8424,-22.4338,45.07,81,40,10.36,scattered clouds
458,Batticaloa,LK,7.7102,81.6924,72.23,84,100,10.65,overcast clouds
459,Necochea,AR,-38.5473,-58.7368,58.86,74,76,13.96,broken clouds
460,Kunashak,RU,55.7032,61.5498,-5.28,97,33,5.99,scattered clouds
461,Guarapari,BR,-20.6667,-40.4975,72.9,81,100,15.23,overcast clouds
462,Ippy,CF,6.2679,21.2247,70.66,54,27,1.14,scattered clouds
463,Almeirim,BR,-1.5233,-52.5817,81.48,60,82,1.19,broken clouds
464,La Palma,US,33.8464,-118.0467,78.98,22,75,14.97,broken clouds
465,Damara,CF,4.9608,18.7035,72.97,76,71,4.52,broken clouds
466,Sri Aman,MY,1.2376,111.4621,75.25,94,100,2.3,light rain
467,Tura,IN,25.5198,90.2201,60.37,86,0,4.7,clear sky
468,Sampit,ID,-2.5333,112.95,74.37,97,100,2.55,overcast clouds
469,Prieska,ZA,-29.6641,22.7474,69.22,13,7,6.29,clear sky
470,Camacupa,AO,-12.0167,17.4833,60.66,96,39,2.77,scattered clouds
471,Nemuro,JP,43.3236,145.575,39.72,64,21,12.64,few clouds
472,Kyaikkami,MM,16.08,97.5675,76.78,83,98,8.32,overcast clouds
473,Sayat,TM,38.7839,63.8803,55.27,39,100,13.24,overcast clouds
474,Juegang,CN,32.3174,121.1855,61.92,85,93,14.36,overcast clouds
475,Tokur,RU,53.1333,132.9,11.88,93,100,2.1,overcast clouds
476,Lowestoft,GB,52.4752,1.7516,48.45,90,100,20.98,moderate rain
477,Hatillo,PR,18.4863,-66.8254,80.11,88,8,5.01,clear sky
478,Keti Bandar,PK,24.1447,67.4497,77.05,69,2,8.9,clear sky
479,Umba,RU,66.6871,34.3429,31.8,84,87,4.07,overcast clouds
480,Baglung,NP,28.2719,83.5898,50.49,79,6,5.03,clear sky
481,Acari,PE,-15.4311,-74.6158,71.24,65,100,2.64,overcast clouds
482,Vucje,RS,42.8653,21.9114,50.83,91,12,4.16,few clouds
483,Marsh Harbour,BS,26.5412,-77.0636,76.23,77,81,18.52,broken clouds
484,Redmond,US,47.674,-122.1215,52.29,47,0,1.01,clear sky
485,Batagay-Alyta,RU,67.8006,130.4114,-19.14,96,99,1.12,overcast clouds
486,Mehamn,NO,71.0357,27.8492,39.11,100,75,2.3,light intensity drizzle
487,Williams Lake,CA,52.1415,-122.1445,21.06,85,100,4.61,mist
488,Pandan Niog,PH,6.2282,120.5631,82.51,78,96,10.63,overcast clouds
489,Marzuq,YE,14.4,46.4667,61.81,70,3,1.3,clear sky
490,Tilichiki,RU,60.4667,166.1,5.31,95,72,6.17,broken clouds
491,Przhevalskoye,RU,55.5093,31.8482,22.66,77,94,9.28,overcast clouds
492,Santa Cruz De La Palma,ES,28.6835,-17.7642,68.14,77,0,3.44,clear sky
493,Antofagasta,CL,-23.65,-70.4,63.68,85,63,2.3,broken clouds
494,Soyo,AO,-6.1349,12.3689,76.3,77,68,4.09,broken clouds
495,Entebbe,UG,0.0644,32.4469,68.32,94,20,3.44,few clouds
496,Pomabamba,PE,-8.8333,-77.4667,54.79,67,86,6.35,light rain
497,Ottawa,CA,45.4112,-75.6981,25.03,72,20,11.5,few clouds
498,Uthal,PK,25.8072,66.6219,72.9,75,7,3.29,clear sky
499,Taquari,BR,-29.7997,-51.8644,64.02,62,66,4.45,broken clouds
500,Vao,NC,-22.6667,167.4833,75.87,76,100,12.44,overcast clouds
501,Lasa,IT,46.6166,10.7002,45.48,88,87,2.93,overcast clouds
502,Esna,EG,25.2934,32.554,64.42,47,100,8.14,overcast clouds
503,Kyra,RU,49.5776,111.9753,19.06,85,100,4.21,overcast clouds
504,Houma,US,29.5958,-90.7195,48.0,65,0,0.0,clear sky
505,Libertador General San Martin,AR,-23.8064,-64.7876,83.97,33,47,3.8,scattered clouds
506,Bayshore Gardens,US,27.4253,-82.5904,63.99,55,0,5.75,clear sky
507,Acarau,BR,-2.8856,-40.12,79.5,79,13,16.24,few clouds
508,Bara,NG,10.3744,10.7288,72.66,32,62,8.03,broken clouds
509,Oriximina,BR,-1.7656,-55.8661,83.68,44,100,1.92,overcast clouds
510,Champerico,GT,14.3,-91.9167,88.34,76,8,5.88,clear sky
511,Cabo Rojo,PR,18.0866,-67.1457,79.97,75,31,4.09,scattered clouds
512,Monrovia,LR,6.3005,-10.7969,78.24,84,66,0.85,broken clouds
513,Florianopolis,BR,-27.6146,-48.5012,69.03,78,0,14.97,clear sky
514,Moa,CU,20.6569,-74.9403,78.58,84,11,8.77,few clouds
515,Suratgarh,IN,29.3167,73.9,61.18,28,0,4.21,clear sky
516,Stornoway,GB,58.2093,-6.3865,46.92,88,20,11.5,few clouds
517,Eyrarbakki,IS,63.863,-21.1481,44.65,85,80,14.0,broken clouds
518,Verkhoyansk,RU,67.5447,133.385,-23.24,91,100,2.66,overcast clouds
519,Ribera,IT,37.4984,13.2642,63.64,90,49,6.55,scattered clouds
520,Merritt Island,US,28.5392,-80.672,63.03,65,0,10.36,clear sky
521,Natal,BR,-5.795,-35.2094,79.45,73,20,9.22,few clouds
522,Andros Town,BS,24.7,-77.7667,80.56,70,4,14.94,clear sky
523,Chumikan,RU,54.7183,135.315,18.82,84,100,9.98,overcast clouds
524,Mumford,GH,5.2618,-0.759,78.8,79,75,6.31,broken clouds
525,Miajadas,ES,39.1513,-5.9084,54.37,88,49,7.14,scattered clouds
526,Celestun,MX,20.8667,-90.4,77.72,79,99,17.31,overcast clouds
527,Kiunga,PG,-6.1219,141.2906,76.71,96,100,2.39,overcast clouds
528,Lamu,KE,-2.2717,40.902,75.42,85,95,6.98,overcast clouds
529,Schoningen,DE,52.138,10.9675,43.43,94,100,11.14,overcast clouds
530,Puerto Quijarro,BO,-17.7833,-57.7667,76.75,33,7,3.71,clear sky
531,Vestmannaeyjar,IS,63.4427,-20.2734,46.72,81,78,19.19,broken clouds
532,Bathsheba,BB,13.2167,-59.5167,81.21,78,20,18.41,few clouds
533,Cap-Aux-Meules,CA,47.3821,-61.8597,35.65,93,100,25.32,overcast clouds
534,Banda Aceh,ID,5.5577,95.3222,78.84,78,100,11.5,overcast clouds
535,Tagab,AF,34.855,69.6492,47.86,24,38,3.8,scattered clouds
536,Rozsaszentmarton,HU,47.782,19.7421,45.52,87,100,3.67,overcast clouds
537,Ulladulla,AU,-35.35,150.4667,62.83,50,46,8.99,scattered clouds
538,Saint Anthony,US,45.0205,-93.218,26.38,82,100,18.41,overcast clouds
539,Fushan,CN,37.4958,121.2581,52.39,74,10,1.97,clear sky
540,Port Shepstone,ZA,-30.7414,30.455,68.77,85,100,3.49,light rain
541,Svencioneliai,LT,55.1667,26.0,26.87,91,99,9.8,light snow
542,Clarence Town,AU,-32.5833,151.7833,70.14,46,2,5.01,clear sky
543,Vikhorevka,RU,56.1201,101.1636,15.39,90,97,9.04,overcast clouds
544,Teknaf,BD,20.8624,92.3058,67.41,65,1,6.91,clear sky
545,Tiznit,MA,29.5833,-9.5,59.43,74,34,1.52,scattered clouds
546,Claveria,PH,18.6074,121.0832,80.42,81,89,11.03,overcast clouds
547,Guanare,VE,9.0418,-69.7421,68.02,100,94,2.3,overcast clouds
548,Pochutla,MX,15.7432,-96.4661,75.92,86,24,5.01,light rain
549,Kerema,PG,-7.9631,145.7785,84.25,74,100,4.83,overcast clouds
550,Araouane,ML,18.9048,-3.5265,70.48,14,99,7.2,overcast clouds
551,Luderitz,NA,-26.6481,15.1594,58.95,64,14,12.84,few clouds
552,Calvinia,ZA,-31.4707,19.776,52.25,61,42,4.54,scattered clouds
553,Vallenar,CL,-28.5708,-70.7581,75.04,47,0,4.45,clear sky
554,Gorontalo,ID,0.5412,123.0595,81.66,82,100,0.85,overcast clouds
555,Ortakoy,TR,38.7373,34.0387,52.05,72,63,11.05,broken clouds
556,Non Sung,TH,15.1801,102.2569,82.11,92,91,2.39,overcast clouds
557,Srandakan,ID,-7.9386,110.2506,76.96,86,100,2.98,overcast clouds
558,Beira,MZ,-19.8436,34.8389,71.69,94,0,4.61,clear sky
559,Ambikapur,IN,23.1167,83.2,54.95,70,24,2.68,few clouds
560,Shelkovskaya,RU,43.5069,46.3392,44.55,94,7,7.74,clear sky
561,Cabedelo,BR,-6.9811,-34.8339,77.67,82,15,10.98,few clouds
562,Mugumu,TZ,-1.85,34.7,60.96,90,95,2.48,light rain
563,Shelburne,CA,44.0787,-80.2041,28.24,90,85,7.78,snow
564,Bud,US,39.447,-86.1758,32.92,74,60,8.41,broken clouds
565,Kanye,BW,-24.9667,25.3327,72.23,47,74,6.82,broken clouds
566,Inhambane,MZ,-23.865,35.3833,74.14,70,10,6.98,clear sky
567,Abu Dhabi,AE,24.4667,54.3667,77.02,82,0,1.14,clear sky
568,Ritchie,ZA,-29.038,24.6028,61.81,20,2,3.53,clear sky
569,Marawi,PH,7.9986,124.2928,72.68,84,100,1.25,heavy intensity rain
570,Spirit River,CA,55.7833,-118.8361,14.43,85,58,5.37,broken clouds
571,Chicomuselo,MX,15.7667,-92.2667,71.06,85,49,1.57,light rain
572,Takoradi,GH,4.8845,-1.7554,78.3,83,82,6.64,broken clouds
573,Pareora,NZ,-44.4871,171.2132,59.18,97,100,10.42,moderate rain
574,Revelstoke,CA,50.9832,-118.2023,30.22,55,0,2.3,clear sky
575,Abnub,EG,27.2696,31.1511,59.22,52,29,5.32,scattered clouds
576,Vuktyl,RU,63.8567,57.3094,6.51,88,100,13.13,overcast clouds
577,Murdochville,CA,48.9583,-65.5006,22.08,98,100,3.27,overcast clouds
578,Juba,SS,4.8517,31.5825,73.51,76,38,4.05,scattered clouds
579,Ordzhonikidze,KZ,52.4411,61.7408,17.96,91,100,7.7,overcast clouds
580,Pangai,TO,-19.8,-174.35,80.71,69,40,4.61,scattered clouds
581,Neryungri,RU,56.6709,124.6491,-2.56,98,81,3.85,broken clouds
582,Nanlong,CN,31.3533,106.0631,58.12,73,98,2.15,overcast clouds
583,La Asuncion,VE,11.0333,-63.8628,80.33,94,92,13.8,light rain
584,Cockburn Town,TC,21.4612,-71.1419,81.81,75,8,18.75,clear sky
585,Taksimo,RU,56.3444,114.8794,6.57,95,93,0.65,overcast clouds
586,Stribro,CZ,49.7529,13.0041,45.57,100,76,1.77,moderate rain
587,Tateyama,JP,34.9833,139.8667,59.09,64,98,10.67,overcast clouds
588,Pocos De Caldas,BR,-21.7878,-46.5614,61.65,73,78,3.71,broken clouds
589,Concordia,AR,-31.393,-58.0209,81.79,52,1,8.5,clear sky
590,Kargasok,RU,59.0556,80.8572,-8.91,94,27,6.4,scattered clouds
591,Porbandar,IN,21.6422,69.6093,75.94,34,8,5.68,clear sky
592,Mwense,ZM,-10.3845,28.698,65.86,89,18,1.41,few clouds
593,Freeport,US,40.6576,-73.5832,42.98,53,20,18.41,few clouds
594,Roma,US,43.2128,-75.4557,33.82,88,100,11.5,mist
595,Las Palmas,ES,28.4204,-14.0131,66.99,83,75,5.75,broken clouds
596,Machaneng,BW,-23.1862,27.4886,80.35,35,46,6.69,scattered clouds
597,Awbari,LY,26.5921,12.7805,63.73,22,1,8.34,clear sky
598,Nizhnevartovsk,RU,60.9344,76.5531,-4.99,77,0,8.99,clear sky
599,Usinsk,RU,65.9939,57.5281,18.28,94,100,21.59,snow
600,Sambava,MG,-14.2667,50.1667,71.11,93,41,3.96,light rain
601,Sinjar,IQ,36.3209,41.8754,52.16,76,1,2.42,clear sky
602,Florence,IT,43.7667,11.25,59.4,98,40,3.44,scattered clouds
603,Barstow,US,34.8986,-117.0228,62.17,16,5,2.75,clear sky
604,Sur,OM,22.5667,59.5289,74.26,69,4,7.58,clear sky
605,Bambanglipuro,ID,-7.95,110.2833,76.84,88,100,3.83,overcast clouds
606,Pietersburg,ZA,-23.9045,29.4688,65.25,82,23,4.61,few clouds
607,High Level,CA,58.5169,-117.136,10.51,92,20,2.3,smoke
608,Eyl,SO,7.9803,49.8164,74.88,77,0,9.82,clear sky
609,Rawson,AR,-43.3002,-65.1023,67.48,65,93,16.96,overcast clouds
610,Lexington,US,37.9887,-84.4777,32.0,67,75,6.91,broken clouds
611,Ca Mau,VN,9.1769,105.15,77.7,93,100,5.19,overcast clouds
612,Gladstone,AU,-23.85,151.25,76.93,44,40,11.5,scattered clouds
613,Marsa Matruh,EG,31.3525,27.2453,62.8,39,0,11.5,clear sky
614,Ancud,CL,-41.8697,-73.8203,54.97,98,100,5.64,light rain
615,Tucuma,BR,-0.1833,-50.05,78.98,84,99,9.04,overcast clouds
616,San Pedro De Ycuamandiyu,PY,-24.0917,-57.0764,71.62,67,0,4.85,clear sky
617,Sylvania,US,41.7189,-83.713,31.01,76,40,9.22,scattered clouds
618,Muli,MV,2.9167,73.5667,81.07,79,79,15.73,moderate rain
619,Banfora,BF,10.6333,-4.7667,72.21,21,40,4.21,scattered clouds
620,Fort-Shevchenko,KZ,44.5086,50.263,47.14,73,9,7.85,clear sky
621,Sakakah,SA,29.9697,40.2064,56.77,52,2,3.83,clear sky
622,Neuquen,AR,-38.9516,-68.0591,82.29,44,40,9.22,scattered clouds
623,Xining,CN,36.6167,101.7667,31.64,92,94,1.88,overcast clouds
624,Berlevag,NO,70.8578,29.0864,39.15,81,100,2.3,overcast clouds
625,Tam Ky,VN,15.5667,108.4833,75.97,88,82,3.06,broken clouds
626,Faya,SA,18.3851,42.4509,57.31,72,1,1.59,clear sky
627,Bergen,NO,60.392,5.328,41.9,55,0,0.0,clear sky
628,Mogadishu,SO,2.0371,45.3438,79.05,83,9,9.28,clear sky
629,Tres Arroyos,AR,-38.3739,-60.2798,62.17,90,98,12.77,overcast clouds
630,Novi Sanzhary,UA,49.3439,34.3108,29.19,92,100,11.92,overcast clouds
631,Dossor,KZ,47.5272,52.9811,36.95,90,78,12.66,broken clouds
632,Luxor,EG,25.6989,32.6421,64.45,48,0,2.3,clear sky
633,Katsuura,JP,35.1333,140.3,60.44,68,99,10.85,overcast clouds
634,Qinzhou,CN,21.95,108.6167,73.81,88,76,5.86,broken clouds
635,Kabompo,ZM,-13.5927,24.2008,62.33,93,8,2.93,clear sky
636,Yerbogachen,RU,61.2767,108.0108,-19.53,98,76,3.29,broken clouds
637,Bilma,NE,18.6853,12.9164,68.02,21,21,7.02,few clouds
638,Hit,IQ,33.6416,42.8251,62.26,54,0,5.88,clear sky
639,Karangasem,ID,-8.45,115.6167,77.04,89,100,11.21,moderate rain
640,Chitral,PK,35.8462,71.7858,39.29,32,12,7.16,few clouds
641,Atar,MR,20.5169,-13.0499,74.86,16,0,9.42,clear sky
642,Marseille,FR,43.3333,5.5,53.51,92,91,10.51,light rain
643,Marystown,CA,47.1666,-55.1483,42.51,79,91,22.82,overcast clouds
644,Terney,RU,45.0503,136.6092,33.4,69,99,1.81,light snow
645,Ornskoldsvik,SE,63.2909,18.7153,27.55,100,100,5.75,overcast clouds
646,Puerto Cabezas,NI,14.0351,-83.3888,80.56,89,75,4.61,broken clouds
647,Tanout,NE,14.9709,8.8879,69.44,21,68,10.8,broken clouds
648,Bereznik,RU,62.8551,42.7072,12.16,95,75,2.51,broken clouds
649,Bezhta,RU,42.1338,46.1283,34.29,72,8,1.14,clear sky
650,Xihe,CN,31.6864,113.4659,55.36,78,60,3.62,broken clouds
651,Ust-Kuyga,RU,70.0167,135.6,-34.87,99,87,6.26,overcast clouds
652,Wellen,BE,50.842,5.3364,50.76,52,94,9.98,overcast clouds
653,Tukrah,LY,32.5341,20.5791,66.81,79,1,10.51,clear sky
654,Huntsville,US,34.7304,-86.5861,39.22,53,0,1.99,clear sky
655,Sulangan,PH,11.1373,123.7228,81.57,80,100,20.15,light rain
656,Elizabeth City,US,36.2946,-76.2511,41.02,72,1,5.03,clear sky
657,Korla,CN,41.7597,86.1469,32.7,45,3,3.27,clear sky
658,Careiro Da Varzea,BR,-3.2003,-59.8119,86.61,61,100,2.86,overcast clouds
659,Luang Prabang,LA,19.8856,102.1347,68.34,97,38,1.28,scattered clouds
660,Rexburg,US,43.826,-111.7897,28.38,40,100,6.91,overcast clouds
661,Punta Gorda,US,26.9298,-82.0454,69.84,58,0,13.0,clear sky
662,Podporozhye,RU,60.9112,34.1706,20.97,90,28,5.17,scattered clouds
663,Terrace Bay,CA,48.7834,-87.1,22.82,73,100,5.73,overcast clouds
664,Codrington,AU,-38.2667,141.9667,61.21,63,5,11.27,clear sky
665,Henties Bay,NA,-22.116,14.2845,59.31,91,70,5.57,broken clouds
