City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
291,Igrim,RU,2022-11-16 22:06:34,63.1906,64.4162,-11.56,95,16,3.47
292,Agua Branca,BR,2022-11-16 22:06:34,-5.8922,-42.6361,83.7,39,24,2.95
293,Suclayin,PH,2022-11-16 22:06:34,15.7568,121.5503,74.93,91,98,1.12
294,Evensk,RU,2022-11-16 22:06:35,61.95,159.2333,1.36,89,99,6.87
295,Saint-Francois,FR,2022-11-16 22:06:35,46.4154,3.9054,53.04,71,0,9.22
296,Nybro,SE,2022-11-16 22:06:35,56.7446,15.9071,41.81,66,100,7.9
297,Pietarsaari,FI,2022-11-16 22:06:35,63.65,22.6833,33.89,76,21,4.41
298,Novoagansk,RU,2022-11-16 22:06:36,61.9449,76.6625,-13.63,95,24,4.59
299,San Policarpo,PH,2022-11-16 22:06:36,12.1791,125.5072,80.8,84,71,11.18
300,Grimshaw,CA,2022-11-16 22:06:36,56.1834,-117.6027,18.75,65,2,6.96
301,Mutis,CO,2022-11-16 22:06:36,6.2262,-77.4044,79.09,88,97,6.89
302,Fallon,US,2022-11-16 22:06:37,39.4735,-118.7774,44.47,36,0,3.44
303,Kosh-Agach,RU,2022-11-16 22:06:37,50.0,88.6667,20.84,60,100,12.48
304,Padang,ID,2022-11-16 22:06:37,-0.9492,100.3543,74.73,96,100,9.44
305,Ust-Ilimsk,RU,2022-11-16 22:06:37,58.0006,102.6619,29.14,87,100,11.79
306,Narok,KE,2022-11-16 22:06:38,-1.0783,35.8601,61.47,85,100,3.38
307,Cassilandia,BR,2022-11-16 22:06:38,-19.1133,-51.7342,80.13,20,0,6.42
308,Erenhot,CN,2022-11-16 22:06:38,43.6475,111.9767,29.37,50,1,9.6
309,Jauharabad,PK,2022-11-16 22:06:38,32.2898,72.2813,62.89,41,0,2.91
310,Wageningen,NL,2022-11-16 22:06:38,51.9667,5.6667,50.95,85,100,14.97
311,Moreira Sales,BR,2022-11-16 22:06:39,-24.0622,-53.0069,69.57,63,1,5.28
312,Bilibino,RU,2022-11-16 22:06:39,68.0546,166.4372,-4.32,97,99,2.75
313,Ketchikan,US,2022-11-16 22:06:39,55.3422,-131.6461,45.07,87,0,11.5
314,Saint-Philippe,RE,2022-11-16 22:06:40,-21.3585,55.7679,67.59,76,37,7.4
315,Ola,RU,2022-11-16 22:06:40,59.5833,151.2833,7.84,90,98,9.06
316,Nouadhibou,MR,2022-11-16 22:07:41,20.931,-17.0347,75.07,55,3,14.81
317,Abadan,IR,2022-11-16 22:07:41,30.3392,48.3043,73.35,83,75,16.11
318,Llanes,ES,2022-11-16 22:07:41,43.4198,-4.7549,63.9,80,60,13.31
319,Lodwar,KE,2022-11-16 22:07:41,3.1191,35.5973,81.99,52,88,13.78
320,Richards Bay,ZA,2022-11-16 22:07:41,-28.783,32.0377,71.22,93,69,6.85
321,Maralal,KE,2022-11-16 22:07:42,1.0968,36.698,60.06,82,99,4.12
322,Vestmannaeyjar,IS,2022-11-16 22:07:42,63.4427,-20.2734,47.52,83,100,36.42
323,Carballo,ES,2022-11-16 22:07:42,43.213,-8.691,61.07,87,100,8.46
324,Guerrero Negro,MX,2022-11-16 22:07:43,27.9769,-114.0611,74.34,28,0,4.14
325,Muyezerskiy,RU,2022-11-16 22:07:43,63.9333,31.65,26.28,96,79,4.14
326,Batagay,RU,2022-11-16 22:07:43,67.6333,134.6333,-41.51,98,21,3.4
327,College,US,2022-11-16 22:07:44,64.8569,-147.8028,13.06,85,20,0.0
328,Zeya,RU,2022-11-16 22:07:44,53.75,127.2667,6.44,98,84,3.33
329,Malacacheta,BR,2022-11-16 22:07:44,-17.8422,-42.0767,66.54,97,100,1.59
330,Yar-Sale,RU,2022-11-16 22:07:44,66.8333,70.8333,6.28,93,100,7.56
331,Hambantota,LK,2022-11-16 22:07:45,6.1241,81.1185,75.54,100,75,2.3
332,Chapais,CA,2022-11-16 22:07:45,49.7834,-74.8492,19.18,95,100,5.55
333,Three Hills,CA,2022-11-16 22:07:45,51.7001,-113.2686,26.62,82,100,23.0
334,Beringovskiy,RU,2022-11-16 22:07:45,63.05,179.3167,30.45,93,100,4.14
335,Huejuquilla El Alto,MX,2022-11-16 22:07:46,22.6,-103.8667,75.11,15,50,12.37
336,Kieta,PG,2022-11-16 22:07:46,-6.2167,155.6333,82.67,68,100,3.42
337,Itarema,BR,2022-11-16 22:05:25,-2.9248,-39.9167,79.21,73,23,16.58
338,Behshahr,IR,2022-11-16 22:07:46,36.6923,53.5526,57.18,53,60,4.76
339,Kushmurun,KZ,2022-11-16 22:07:46,52.4503,64.6311,7.48,95,48,3.69
340,Hastings,GB,2022-11-16 22:07:47,50.8552,0.5729,55.92,91,94,29.91
341,Moba,CN,2022-11-16 22:07:47,33.2288,105.0179,40.32,93,100,4.7
342,Bom Jesus,BR,2022-11-16 22:07:47,-9.0744,-44.3586,83.01,42,28,1.36
343,Konya,TR,2022-11-16 22:07:47,38.1667,32.5,35.08,49,99,2.64
344,Lithakia,GR,2022-11-16 22:07:48,37.7167,20.8333,60.17,74,78,10.71
345,Tuy Hoa,VN,2022-11-16 22:07:48,13.0833,109.3,75.16,93,99,4.45
346,Coquimbo,CL,2022-11-16 22:07:48,-29.9533,-71.3436,62.33,82,40,11.5
347,Sola,VU,2022-11-16 22:07:48,-13.8833,167.55,81.48,73,15,7.36
348,Lima,PE,2022-11-16 22:07:39,-12.0432,-77.0282,72.9,67,20,14.97
349,Sur,OM,2022-11-16 22:07:49,22.5667,59.5289,76.37,76,8,3.96
350,Soyo,AO,2022-11-16 22:07:49,-6.1349,12.3689,76.87,78,92,7.65
351,Paamiut,GL,2022-11-16 22:07:49,61.994,-49.6678,15.26,84,59,11.7
352,Kruisfontein,ZA,2022-11-16 22:07:49,-34.0033,24.7314,60.89,72,64,5.97
353,Buala,SB,2022-11-16 22:07:50,-8.145,159.5921,83.89,66,100,0.83
354,Labuhan,ID,2022-11-16 22:07:50,-6.8844,112.2051,79.05,85,100,4.94
355,Ust-Kuyga,RU,2022-11-16 22:07:50,70.0167,135.6,-37.91,100,98,7.27
356,Saint Anthony,US,2022-11-16 22:07:50,45.0205,-93.218,32.25,86,100,14.97
357,Kabare,CD,2022-11-16 22:07:51,-2.4683,28.8242,62.11,97,100,2.44
358,Hami,CN,2022-11-16 22:07:51,42.8,93.45,35.44,42,100,1.52
359,Lysa Hora,UA,2022-11-16 22:07:51,48.1706,31.1099,43.32,90,94,4.21
360,Qui Nhon,VN,2022-11-16 22:07:51,13.7667,109.2333,75.33,92,62,6.4
361,Katsuura,JP,2022-11-16 22:07:52,35.1333,140.3,56.55,75,40,13.76
362,Sarai Alamgir,PK,2022-11-16 22:07:52,32.9012,73.7559,60.03,56,0,6.42
363,Nishihara,JP,2022-11-16 22:07:52,26.1842,127.7558,73.06,73,75,9.22
364,Bull Savanna,JM,2022-11-16 22:08:52,17.8868,-77.5902,80.02,78,64,6.82
365,Blacksburg,US,2022-11-16 22:08:50,37.2296,-80.4139,38.16,71,100,9.22
366,Tamiahua,MX,2022-11-16 22:08:53,21.2667,-97.45,66.2,73,100,13.51
367,Lazaro Cardenas,MX,2022-11-16 22:08:53,17.9583,-102.2,83.32,69,0,8.61
368,Bubaque,GW,2022-11-16 22:08:53,11.2833,-15.8333,82.09,73,100,5.3
369,Uhlove,UA,2022-11-16 22:08:53,44.8215,33.6045,56.01,85,64,13.29
370,Wanxian,CN,2022-11-16 22:08:54,30.8039,108.3897,57.47,88,99,2.53
371,Palmas,BR,2022-11-16 22:08:54,-10.2128,-48.3603,82.27,69,75,4.61
372,Boguchany,RU,2022-11-16 22:08:54,58.3814,97.4531,29.82,87,100,11.16
373,Balabac,PH,2022-11-16 22:08:54,7.9868,117.0645,81.32,82,100,8.97
374,Gijon,ES,2022-11-16 22:08:55,43.5357,-5.6615,67.46,76,78,3.0
375,Tabuk,PH,2022-11-16 22:08:55,17.4189,121.4443,70.79,91,14,2.33
376,Filadelfia,US,2022-11-16 22:04:44,39.9523,-75.1638,46.71,57,40,16.11
377,Nioro,GM,2022-11-16 22:08:55,13.35,-15.75,81.68,52,77,2.68
378,Muros,ES,2022-11-16 22:08:55,42.7762,-9.0603,63.09,79,100,15.23
379,Hay River,CA,2022-11-16 22:08:56,60.8156,-115.7999,9.23,84,16,5.79
380,Kayerkan,RU,2022-11-16 22:08:56,69.3497,87.7602,-29.13,100,88,2.13
381,Muleba,TZ,2022-11-16 22:08:56,-1.8397,31.6544,67.17,79,99,3.06
382,Sakaiminato,JP,2022-11-16 22:08:56,35.55,133.2333,44.53,62,100,5.06
383,Avera,US,2022-11-16 22:08:56,33.194,-82.5271,53.91,43,100,11.32
384,Hirson,FR,2022-11-16 22:08:57,49.9226,4.0826,51.85,89,100,25.97
385,Umm Kaddadah,SD,2022-11-16 22:08:57,13.6017,26.6876,70.27,24,1,14.29
386,Wadena,US,2022-11-16 22:08:57,46.4425,-95.1361,19.15,79,40,6.91
387,Nagorsk,RU,2022-11-16 22:08:57,59.3172,50.8078,13.39,86,100,3.27
388,Millinocket,US,2022-11-16 22:08:58,45.6573,-68.7098,29.41,100,100,10.36
389,Berlevag,NO,2022-11-16 22:08:58,70.8578,29.0864,40.8,41,0,18.41
390,Baykit,RU,2022-11-16 22:08:58,61.67,96.37,-2.52,98,100,3.49
391,Hofn,IS,2022-11-16 22:08:58,64.2539,-15.2082,44.76,92,99,12.17
392,Marzuq,YE,2022-11-16 22:08:59,14.4,46.4667,63.39,62,16,2.42
393,Probolinggo,ID,2022-11-16 22:07:23,-7.7543,113.2159,77.22,83,64,4.23
394,Rocha,UY,2022-11-16 22:08:59,-34.4833,-54.3333,65.26,80,21,3.24
395,Severo-Kurilsk,RU,2022-11-16 22:08:59,50.6789,156.125,33.04,69,64,5.84
396,Dongsheng,CN,2022-11-16 22:09:00,39.8161,109.9776,34.75,45,6,6.17
397,Cumra,TR,2022-11-16 22:09:00,37.5732,32.7745,37.54,54,100,6.17
398,Druzhba,UA,2022-11-16 22:09:00,52.0428,33.9453,29.43,84,100,12.77
399,Borogontsy,RU,2022-11-16 22:09:00,62.6683,131.1683,-34.67,97,25,6.4
400,Dunedin,NZ,2022-11-16 22:09:01,-45.8742,170.5036,55.8,99,100,2.64
401,Bonthe,SL,2022-11-16 22:09:01,7.5264,-12.505,78.08,80,48,2.73
402,Hamilton,US,2022-11-16 22:05:31,39.1834,-84.5333,36.45,82,75,11.5
403,Tiverton,GB,2022-11-16 22:09:02,50.9,-3.4833,47.17,95,100,8.99
404,Calvinia,ZA,2022-11-16 22:09:02,-31.4707,19.776,56.98,53,50,5.26
405,Alofi,NU,2022-11-16 22:09:02,-19.0595,-169.9187,82.29,78,40,9.22
406,Andujar,ES,2022-11-16 22:09:02,38.0392,-4.0508,63.95,93,100,8.63
407,Tatawin,TN,2022-11-16 22:09:03,32.9297,10.4518,65.41,28,39,13.35
408,Bontang,ID,2022-11-16 22:08:09,0.1333,117.5,76.35,91,100,4.54
409,Fuerte Olimpo,PY,2022-11-16 22:10:03,-21.0415,-57.8738,78.75,47,0,5.23
410,Entre Rios,BR,2022-11-16 22:10:03,-11.9419,-38.0844,73.83,85,98,6.93
411,Ridgetown,CA,2022-11-16 22:07:42,42.4334,-81.8998,35.46,74,100,12.39
412,Ukiah,US,2022-11-16 22:10:04,39.1502,-123.2078,74.37,35,0,1.01
413,Saint-Leu,RE,2022-11-16 22:10:04,-21.15,55.2833,69.31,66,11,0.18
414,West Wendover,US,2022-11-16 22:10:05,40.7391,-114.0733,36.61,44,0,4.61
415,Champerico,GT,2022-11-16 22:10:06,14.3,-91.9167,91.94,68,87,4.36
416,Oloron-Sainte-Marie,FR,2022-11-16 22:10:06,43.1944,-0.6107,63.97,69,100,4.63
417,Sironko,UG,2022-11-16 22:10:06,1.2313,34.2477,66.88,85,100,3.15
418,Livezile,RO,2022-11-16 22:10:07,47.1833,24.5667,44.92,89,100,2.71
419,Grindavik,IS,2022-11-16 22:10:07,63.8424,-22.4338,45.07,81,75,19.57
420,Poum,NC,2022-11-16 22:10:07,-20.2333,164.0167,79.14,76,97,5.48
421,Guapiacu,BR,2022-11-16 22:10:07,-20.795,-49.2203,80.26,21,0,7.81
422,Urumqi,CN,2022-11-16 22:08:01,43.801,87.6005,31.15,80,75,2.24
423,Namibe,AO,2022-11-16 22:10:08,-15.1961,12.1522,68.18,80,41,9.28
424,Krasnoselkup,RU,2022-11-16 22:10:08,65.7,82.4667,-21.03,100,38,5.37
425,Batemans Bay,AU,2022-11-16 22:10:09,-35.7167,150.1833,56.1,44,14,5.88
426,Maltahohe,NA,2022-11-16 22:10:09,-24.8333,16.9833,71.04,17,3,11.36
427,Palakkodu,IN,2022-11-16 22:10:09,12.3,78.0833,65.91,95,45,2.53
428,Manggar,ID,2022-11-16 22:10:10,-2.8833,108.2667,78.64,89,69,7.58
429,Yavatmal,IN,2022-11-16 22:10:10,20.4,78.1333,62.91,53,0,3.31
430,Ndjole,GA,2022-11-16 22:10:10,-0.1783,10.7649,72.54,98,100,1.54
431,Black River,JM,2022-11-16 22:10:10,18.0264,-77.8487,82.29,76,73,3.44
432,Auce,LV,2022-11-16 22:10:11,56.4598,22.9017,28.9,81,54,5.35
433,Zarubino,RU,2022-11-16 22:10:11,42.63,131.0922,36.86,57,3,4.68
434,Kirakira,SB,2022-11-16 22:10:11,-10.4544,161.9205,83.41,77,54,4.9
435,Atyrau,KZ,2022-11-16 22:10:00,47.1167,51.8833,32.02,74,0,15.66
436,Dondo,MZ,2022-11-16 22:10:12,-19.6094,34.7431,70.32,86,5,5.91
437,Humaita,BR,2022-11-16 22:10:12,-7.5061,-63.0208,78.28,84,100,2.33
438,Birin,NP,2022-11-16 22:10:12,26.8865,88.0718,47.64,78,1,4.52
439,Bandarbeyla,SO,2022-11-16 22:10:12,9.4942,50.8122,78.06,70,12,15.46
440,Axim,GH,2022-11-16 22:10:13,4.8699,-2.2405,78.04,84,5,7.07
441,Bitung,ID,2022-11-16 22:10:13,1.4451,125.1824,76.05,80,92,4.72
442,Aleksandrov Gay,RU,2022-11-16 22:10:14,50.147,48.5704,30.42,77,100,10.47
443,San Cristobal,VE,2022-11-16 22:10:14,7.7669,-72.225,73.58,76,74,2.68
444,Khromtau,KZ,2022-11-16 22:10:14,50.2503,58.4347,21.52,88,100,6.8
445,Wangqing,CN,2022-11-16 22:10:14,43.3218,129.7634,27.7,74,5,1.88
446,Abdanan,IR,2022-11-16 22:10:15,32.9926,47.4198,54.88,81,17,3.09
447,Acapulco,MX,2022-11-16 22:05:20,16.8634,-99.8901,85.82,70,75,9.22
448,Sokolo,ML,2022-11-16 22:10:15,14.7328,-6.1219,80.53,15,59,9.44
449,Jiexiu,CN,2022-11-16 22:09:07,37.0244,111.9125,45.66,47,0,2.15
450,Carmaux,FR,2022-11-16 22:10:15,44.051,2.158,53.87,82,100,4.99
451,Senno,RU,2022-11-16 22:10:16,59.5336,33.9167,27.27,96,99,4.74
452,San Quintin,MX,2022-11-16 22:10:16,30.4833,-115.95,67.12,38,0,7.87
453,Krasnodon,UA,2022-11-16 22:10:16,48.2923,39.7373,38.64,67,100,6.6
454,Carolina,PR,2022-11-16 22:10:17,18.3808,-65.9574,82.29,78,40,13.8
455,Constitucion,CL,2022-11-16 22:10:17,-35.3333,-72.4167,64.89,64,28,14.88
456,Waingapu,ID,2022-11-16 22:11:17,-9.6567,120.2641,80.69,80,100,1.86
457,Smirnykh,RU,2022-11-16 22:11:17,49.75,142.8333,16.66,90,17,3.69
458,Halifax,CA,2022-11-16 22:07:50,44.6453,-63.5724,50.22,94,100,11.01
459,Khani,GE,2022-11-16 22:11:18,41.9563,42.9566,44.17,58,100,3.69
460,Chiari,IT,2022-11-16 22:11:18,45.5359,9.9304,52.86,50,22,2.86
461,Kotido,UG,2022-11-16 22:11:18,2.9806,34.1331,71.6,59,84,6.6
462,Cayenne,GF,2022-11-16 22:11:19,4.9333,-52.3333,82.44,74,0,3.44
463,Mathathane,BW,2022-11-16 22:11:19,-22.2687,28.7495,82.18,29,0,3.06
464,Chama,CH,2022-11-16 22:11:19,47.1821,8.4636,49.28,90,75,0.0
465,Rajur,IN,2022-11-16 22:11:19,20.1167,78.9167,62.53,59,1,1.83
466,Alexandria,EG,2022-11-16 22:08:24,31.2156,29.9553,67.05,68,0,6.89
467,Kaputa,ZM,2022-11-16 22:11:20,-8.4689,29.6619,69.91,84,96,1.01
468,Aragarcas,BR,2022-11-16 22:11:20,-15.8975,-52.2508,87.69,31,23,3.13
469,Belmonte,BR,2022-11-16 22:11:20,-15.8631,-38.8828,76.55,87,100,6.13
470,Kiruna,SE,2022-11-16 22:11:21,67.8557,20.2251,11.32,73,0,11.5
471,Limoncito,BO,2022-11-16 22:11:21,-18.0167,-63.4,88.16,37,11,5.19
472,Dasoguz,TM,2022-11-16 22:11:21,41.8363,59.9666,34.9,52,57,11.65
473,Muisne,EC,2022-11-16 22:11:22,0.6,-80.0333,74.52,85,100,10.22
474,Hoi An,VN,2022-11-16 22:09:53,15.8794,108.335,76.96,90,5,4.56
475,Great Bend,US,2022-11-16 22:11:22,38.3645,-98.7648,39.61,45,0,16.11
476,Pundaguitan,PH,2022-11-16 22:11:22,6.3711,126.1689,76.03,97,100,13.8
477,Palana,RU,2022-11-16 22:11:22,59.1167,159.9667,22.8,78,100,14.9
478,Aykhal,RU,2022-11-16 22:11:23,66.0,111.5,-16.44,100,98,0.83
479,Honiara,SB,2022-11-16 22:10:32,-9.4333,159.95,83.73,74,100,2.08
480,Tupelo,US,2022-11-16 22:09:28,34.2576,-88.7034,52.09,38,0,0.0
481,Zhoucheng,CN,2022-11-16 22:11:23,35.9122,116.3117,44.78,55,0,5.82
482,Sioux Lookout,CA,2022-11-16 22:11:23,50.1001,-91.917,24.87,80,75,3.44
483,Flinders,AU,2022-11-16 22:11:24,-34.5833,150.8552,62.06,53,3,5.99
484,Victoria,HK,2022-11-16 22:10:31,22.2855,114.1577,74.32,87,97,10.0
485,Kenai,US,2022-11-16 22:11:24,60.5544,-151.2583,34.14,78,0,14.97
486,Chicama,PE,2022-11-16 22:11:24,-7.8447,-79.1469,61.34,69,49,8.97
487,Guadalajara,MX,2022-11-16 22:08:51,20.6667,-103.3333,82.98,35,0,0.0
488,Srednekolymsk,RU,2022-11-16 22:11:25,67.45,153.6833,-7.64,95,100,9.69
489,Lucea,JM,2022-11-16 22:11:25,18.451,-78.1736,82.85,80,55,15.23
490,Alyangula,AU,2022-11-16 22:11:25,-13.8483,136.4192,84.49,69,90,2.91
491,Clarence Town,AU,2022-11-16 22:11:25,-32.5833,151.7833,63.14,53,9,6.31
492,Alvorada,BR,2022-11-16 22:11:26,-12.48,-49.1247,77.38,79,99,0.96
493,Moose Factory,CA,2022-11-16 22:11:26,51.2585,-80.6094,19.38,86,100,11.5
494,Sabang,ID,2022-11-16 22:11:26,5.8933,95.3214,80.82,77,100,21.5
495,Batticaloa,LK,2022-11-16 22:11:26,7.7102,81.6924,75.61,77,100,9.19
496,Tallahassee,US,2022-11-16 22:09:30,30.4383,-84.2807,58.86,69,99,7.83
497,Izhma,RU,2022-11-16 22:11:27,65.0083,53.9113,-8.18,99,31,4.72
498,Qianguo,CN,2022-11-16 22:11:27,45.1171,124.8568,24.82,92,96,6.71
499,Greymouth,NZ,2022-11-16 22:09:49,-42.4667,171.2,67.26,53,100,4.21
500,Longyearbyen,SJ,2022-11-16 22:11:27,78.2186,15.6401,24.64,68,20,18.41
501,Kathmandu,NP,2022-11-16 22:06:46,27.7167,85.3167,52.02,87,20,2.3
502,Raudeberg,NO,2022-11-16 22:11:28,61.9875,5.1352,51.87,27,0,4.47
503,Talara,PE,2022-11-16 22:12:28,-4.5772,-81.2719,70.56,78,75,17.27
504,Bathsheba,BB,2022-11-16 22:12:28,13.2167,-59.5167,81.21,78,20,14.97
505,Acari,PE,2022-11-16 22:12:28,-15.4311,-74.6158,71.42,66,89,5.01
506,Samoylovka,RU,2022-11-16 22:12:29,51.184,43.7081,30.15,97,100,6.4
507,Lasa,IT,2022-11-16 22:12:29,46.6166,10.7002,37.02,71,81,1.72
508,Broken Hill,AU,2022-11-16 22:12:29,-31.95,141.4333,55.83,46,0,9.66
509,Aguimes,ES,2022-11-16 22:12:30,27.9054,-15.4461,71.65,78,0,6.91
510,Amarante Do Maranhao,BR,2022-11-16 22:12:30,-5.5667,-46.7422,77.77,73,83,1.36
511,Honningsvag,NO,2022-11-16 22:12:30,70.9821,25.9704,37.15,60,0,10.36
512,Arroyo,ES,2022-11-16 22:12:31,41.6096,-4.7969,57.6,91,100,19.57
513,Asilah,MA,2022-11-16 22:12:31,35.465,-6.0348,67.96,90,45,12.68
514,Taunggyi,MM,2022-11-16 22:12:31,20.7833,97.0333,56.39,93,1,0.6
515,Salinopolis,BR,2022-11-16 22:12:31,-0.6136,-47.3561,80.02,75,88,10.11
516,Moindou,NC,2022-11-16 22:12:32,-21.6924,165.677,80.01,72,97,6.06
517,Guiglo,CI,2022-11-16 22:12:32,6.5456,-7.4966,72.12,71,89,1.86
518,Port Augusta,AU,2022-11-16 22:12:32,-32.5,137.7667,61.36,44,0,9.48
519,Sept-Iles,CA,2022-11-16 22:08:10,50.2001,-66.3821,27.05,79,100,7.0
520,Egvekinot,RU,2022-11-16 22:12:32,66.3167,-179.1667,29.39,99,100,7.65
521,Ibra,OM,2022-11-16 22:12:33,22.6906,58.5334,69.78,80,11,0.92
522,Sovetskiy,RU,2022-11-16 22:12:33,61.3614,63.5842,-6.72,95,20,1.77
523,Sembe,CG,2022-11-16 22:12:33,1.6481,14.5806,70.63,95,99,2.13
524,Madang,PG,2022-11-16 22:12:33,-5.2246,145.7966,79.84,85,99,2.77
525,Sadiqabad,PK,2022-11-16 22:12:34,28.3062,70.1307,66.29,38,0,7.85
526,Yamoussoukro,CI,2022-11-16 22:12:34,6.8206,-5.2767,70.86,94,41,1.54
527,Tacoronte,ES,2022-11-16 22:12:34,28.4769,-16.4102,71.92,38,0,8.05
528,Guozhen,CN,2022-11-16 22:11:04,34.3659,107.359,46.65,77,31,2.46
529,Jozefow,PL,2022-11-16 22:12:34,52.1371,21.2359,38.16,87,75,12.66
530,San Vicente De Canete,PE,2022-11-16 22:12:35,-13.0751,-76.3835,67.91,76,91,7.34
531,Derzhavinsk,KZ,2022-11-16 22:12:35,51.1,66.3167,18.21,94,50,7.4
532,Durban,ZA,2022-11-16 22:12:35,-29.8579,31.0292,69.93,93,99,3.0
533,Talcahuano,CL,2022-11-16 22:12:36,-36.7167,-73.1167,65.88,68,0,14.97
534,Jacareacanga,BR,2022-11-16 22:12:36,-6.2222,-57.7528,81.39,73,98,3.0
535,Brigantine,US,2022-11-16 22:12:36,39.4101,-74.3646,48.99,65,0,12.66
536,San Rafael,AR,2022-11-16 22:12:36,-34.6177,-68.3301,85.69,28,2,12.06
537,Los Llanos De Aridane,ES,2022-11-16 22:12:37,28.6585,-17.9182,70.12,28,0,10.0
538,Price,US,2022-11-16 22:12:37,39.5994,-110.8107,40.26,30,0,3.44
539,Ewo,CG,2022-11-16 22:12:37,-0.8725,14.8206,73.06,88,100,2.39
540,Bani Walid,LY,2022-11-16 22:12:38,31.7566,13.9942,65.66,26,0,13.58
541,Dongzhen,CN,2022-11-16 22:12:38,22.3797,110.9389,72.14,89,42,1.52
542,Igarka,RU,2022-11-16 22:12:38,67.4667,86.5833,-24.21,98,14,8.55
543,Yingcheng,CN,2022-11-16 22:12:38,30.95,113.55,51.3,75,32,1.45
544,Fez,MA,2022-11-16 22:12:39,34.0372,-4.9998,61.05,63,0,5.75
545,Riyadh,SA,2022-11-16 22:10:00,24.6877,46.7219,73.54,28,6,10.69
